,Assurance Logement,possession voiture,Assurance Vie,Assurance Sante,Pondération,ID,Gouvernorat,Delegation
7284,Non,Non,Non,Non,0.63638,7285,Gabes,Nouvelle Matmata
7285,Oui,Non,Non,Non,0.74847,7286,Gabes,El Metouia
7286,Non,"Oui, une voiture personelle",Non,Oui,0.84738,7287,Gabes,Gabes Sud
7287,Non,Non,Non,Non,0.81631,7288,Gabes,El Hamma
7288,Non,Non,Non,Non,0.84738,7289,Gabes,Gabes Medina
7289,Non,Non,Non,Non,0.81631,7290,Gabes,Mareth
7290,Non,Non,Non,Non,0.81631,7291,Gabes,El Hamma
7291,NSP,"Oui, une voiture personelle",Non,Non,0.74847,7292,Gabes,El Hamma
7292,Non,"Oui, une voiture de fonction",Non,Non,0.85532,7293,Gabes,Ghanouch
7293,NSP,Non,Non,Non,0.81631,7294,Gabes,Gabes Sud
7294,Non,Non,Non,Non,0.81631,7295,Gabes,Gabes Sud
7295,Non,"Oui, une voiture personelle",Non,Non,0.84738,7296,Gabes,Ghanouch
7296,Non,Non,Non,Non,0.84738,7297,Gabes,Ghanouch
7297,Non,Non,Non,Non,0.81631,7298,Gabes,Gabes Medina
7298,Non,Non,Non,Non,0.85532,7299,Gabes,Gabes Ouest
7299,Non,Non,Non,Non,0.85532,7300,Gabes,Gabes Medina
7300,Non,Non,Non,Non,0.74847,7301,Gabes,El Hamma
7301,NSP,Non,Non,Oui,0.74847,7302,Gabes,Gabes Medina
7302,Non,"Oui, une voiture personelle",Non,Non,0.84738,7303,Gabes,Ghanouch
7303,NSP,Non,Non,Non,0.81631,7304,Gabes,Nouvelle Matmata
7304,Non,"Oui, une voiture personelle",Non,Non,0.78637,7305,Gabes,Gabes Medina
7305,NSP,Non,Non,Non,0.78637,7306,Gabes,Ghanouch
7306,Non,Non,Non,Non,0.63638,7307,Gabes,Mareth
7307,Non,Non,Non,Non,0.78637,7308,Gabes,El Metouia
7308,Non,Non,Non,Non,0.78637,7309,Gabes,Gabes Ouest
7309,Non,Non,Non,Non,0.81631,7310,Gabes,Gabes Medina
7310,Non,Non,Non,Non,0.84738,7311,Gabes,Mareth
7311,NSP,"Oui, une voiture personelle",Non,Non,0.74847,7312,Gabes,Gabes Ouest
7312,Non,"Oui, une voiture personelle",Non,Non,0.85532,7313,Gabes,Gabes Sud
7313,Non,"Oui, une voiture personelle",Non,Non,0.81631,7314,Gabes,El Hamma
7314,Oui,"Oui, une voiture personelle",Non,Non,0.78637,7315,Gabes,Gabes Ouest
7315,Non,Non,Non,Non,0.78637,7316,Gabes,Gabes Medina
7316,Non,Non,Non,Non,0.81631,7317,Gabes,Mareth
7317,Non,Non,Non,Non,0.78637,7318,Gabes,Mareth
7318,Non,Non,Non,Non,0.78637,7319,Gabes,Gabes Sud
7319,Non,Non,Non,Non,0.84738,7320,Gabes,El Hamma
7320,Non,Non,Non,Non,0.81631,7321,Gabes,Gabes Sud
7321,Non,Non,Non,Non,0.85532,7322,Gabes,Mareth
7322,Non,Non,Non,Non,0.78637,7323,Gabes,El Hamma
7323,NSP,Non,Non,Non,0.74847,7324,Gabes,Gabes Medina
7324,Non,Non,Non,Non,0.63638,7325,Gabes,El Hamma
7325,Non,Non,Non,Non,0.84738,7326,Gabes,El Metouia
7326,Non,"Oui, une voiture personelle",Non,Non,0.74847,7327,Gabes,Ghanouch
7327,Non,Non,Non,Non,0.84738,7328,Gabes,El Hamma
7328,Non,"Oui, une voiture personelle",Non,Non,1.02041,7329,Gabes,Gabes Sud
7329,Non,"Oui, une voiture personelle",Non,Non,1.02041,7330,Gabes,El Hamma
7330,Non,Non,Non,Non,0.84738,7331,Gabes,Gabes Ouest
7331,NSP,"Oui, une voiture personelle",Non,Non,0.78637,7332,Gabes,Gabes Sud
7332,Non,Non,Non,Non,1.02041,7333,Gabes,Mareth
7333,Non,"Oui, une voiture personelle",Non,Non,0.74847,7334,Gabes,El Metouia
7334,Non,Non,Non,Non,0.84738,7335,Gabes,Mareth
7335,NSP,Non,Non,Non,0.78637,7336,Gabes,Gabes Sud
7336,Non,"Oui, une voiture personelle",Non,Non,0.85532,7337,Gabes,Mareth
7337,NSP,"Oui, une voiture personelle",Non,Non,0.78637,7338,Gabes,Gabes Medina
7338,NSP,Non,Non,Non,0.74847,7339,Gabes,Gabes Sud
7339,Non,Non,Non,Non,0.85532,7340,Gabes,El Hamma
7340,Non,Non,Non,Non,0.85532,7341,Gabes,Gabes Sud
7341,NSP,Non,Non,Non,0.84738,7342,Gabes,Gabes Sud
7342,Non,Non,Non,Non,0.94361,7343,Gabes,El Hamma
7343,Non,Non,Non,Non,0.94361,7344,Gabes,Mareth
7344,Non,Non,Oui,Non,0.74847,7345,Gabes,Gabes Sud
7345,Non,Non,Non,Non,0.74847,7346,Gabes,Mareth
7346,Non,Non,Non,Non,0.63638,7347,Gabes,Mareth
7347,Non,"Oui, une voiture personelle",Non,Non,0.94361,7348,Gabes,Menzel El Habib
7348,Non,Non,Non,Non,0.63638,7349,Gabes,Ghanouch
7349,Non,"Oui, une voiture personelle",Non,Non,0.63638,7350,Gabes,Gabes Ouest
7350,NSP,Non,Non,Non,1.02041,7351,Gabes,Mareth
7351,Non,"Oui, une voiture de fonction",Non,Non,0.74847,7352,Gabes,El Hamma
7352,Oui,"Oui, une voiture personelle",Oui,Non,0.81631,7353,Gabes,Gabes Sud
7353,Non,Non,Non,Non,0.81631,7354,Gabes,Mareth
7354,Non,Non,Non,Oui,0.74847,7355,Gabes,Ghanouch
7355,Non,Non,Non,Non,0.78637,7356,Gabes,El Hamma
7356,Non,"Oui, une voiture personelle",Non,Non,0.94361,7357,Gabes,Gabes Ouest
7357,Non,Non,Non,Non,0.78637,7358,Gabes,Mareth
7358,Non,Non,Non,Non,0.85532,7359,Gabes,Gabes Medina
7359,Non,Non,Non,Non,0.85532,7360,Gabes,Mareth
7360,Non,"Oui, une voiture personelle",Non,Non,0.74847,7361,Gabes,Mareth
7361,Non,Non,Non,Non,0.85532,7362,Gabes,El Hamma
7362,Oui,"Oui, une voiture personelle",Oui,Non,0.81631,7363,Gabes,Gabes Sud
7363,Non,Non,Non,Non,0.78637,7364,Gabes,El Hamma
7364,Non,Non,Non,Non,0.94361,7365,Gabes,El Hamma
7365,Non,Non,Non,Non,0.94361,7366,Gabes,Mareth
7366,Non,Non,Non,Non,0.63638,7367,Gabes,Mareth
7367,Non,Non,Non,Non,0.85532,7368,Gabes,El Metouia
7368,Non,"Oui, une voiture personelle",Non,Non,1.02041,7369,Gabes,Menzel El Habib
7369,NSP,Non,Non,Non,0.78637,7370,Gabes,El Hamma
7370,Non,Non,Non,Non,0.74847,7371,Gabes,Gabes Ouest
7371,NSP,"Oui, une voiture personelle",Non,Non,0.74847,7372,Gabes,Gabes Sud
7372,NSP,Non,Non,Non,0.74847,7373,Gabes,El Metouia
7373,Non,Non,Non,Non,0.78637,7374,Gabes,El Hamma
7374,Non,Non,Non,Non,0.78637,7375,Gabes,Nouvelle Matmata
7375,NSP,Non,Non,Non,0.78637,7376,Gabes,Gabes Sud
7376,Oui,Non,Non,Non,0.74847,7377,Gabes,Gabes Sud
7377,Non,Non,Non,Non,0.74847,7378,Gabes,Gabes Medina
7378,Non,"Oui, une voiture personelle",Non,Non,0.74847,7379,Gabes,El Hamma
7379,Non,"Oui, une voiture personelle",Non,Non,0.74847,7380,Gabes,El Hamma
7380,Non,Non,Non,Non,0.84738,7381,Gabes,El Hamma
7381,Non,Non,Non,Non,0.63638,7382,Gabes,Gabes Ouest
7382,Non,Non,Non,Non,0.94361,7383,Gabes,El Hamma
7383,Non,Non,Non,Non,0.84738,7384,Gabes,Mareth
7384,Non,"Oui, une voiture personelle",Non,Non,0.94361,7385,Gabes,Mareth
7385,Non,Non,Non,Non,0.74847,7386,Gabes,El Hamma
7386,Non,Non,Non,Non,0.84738,7387,Gabes,El Hamma
7387,Non,Non,Non,Non,0.78637,7388,Gabes,Gabes Sud
7388,Non,Non,Non,Non,0.74847,7389,Gabes,Gabes Sud
7389,Non,"Oui, une voiture personelle",Non,Non,0.94361,7390,Gabes,El Hamma
7390,Non,"Oui, une voiture personelle",Non,Non,0.94361,7391,Gabes,Gabes Sud
7391,Non,"Oui, une voiture personelle",Non,Non,0.63638,7392,Gabes,Ghanouch
7392,Non,Non,Non,Non,0.78637,7393,Gabes,Gabes Medina
7393,Non,Non,Non,Non,0.63638,7394,Gabes,Gabes Ouest
7394,Non,Non,Non,Non,0.84738,7395,Gabes,Gabes Sud
7395,Non,"Oui, une voiture personelle",Oui,Non,0.63638,7396,Gabes,Gabes Medina
7396,Non,"Oui, une voiture personelle",Non,Non,1.02041,7397,Gabes,Mareth
7397,Non,Non,Non,Non,0.85532,7398,Gabes,Mareth
7398,Non,Non,Non,Non,1.02041,7399,Gabes,El Hamma
7399,Non,Non,Non,Non,0.81631,7400,Gabes,Gabes Sud
7400,NSP,"Oui, une voiture personelle",Non,Non,0.74847,7401,Gabes,Gabes Medina
7401,Non,Non,Non,Non,0.84738,7402,Gabes,Gabes Medina
7402,Non,Non,Non,Non,0.81631,7403,Gabes,Gabes Medina
7403,NSP,"Oui, une voiture de fonction",Non,Non,0.78637,7404,Gabes,Gabes Medina
7404,NSP,"Oui, une voiture personelle",Non,Non,0.74847,7405,Gabes,Gabes Sud
7405,Non,Non,Non,Non,0.78637,7406,Gabes,Mareth
7406,NSP,"Oui, une voiture personelle",Non,Non,0.78637,7407,Gabes,Mareth
7407,NSP,Non,Non,Non,0.81631,7408,Gabes,El Hamma
7408,Non,Non,Non,Non,0.94361,7409,Gabes,Gabes Sud
7409,Non,"Oui, une voiture personelle",Non,Non,0.63638,7410,Gabes,Gabes Sud
7410,Non,Non,Non,Non,0.84738,7411,Gabes,Gabes Medina
7411,Non,Non,Non,Non,1.02041,7412,Gabes,Mareth
7412,Non,"Oui, une voiture personelle",Non,Non,1.02041,7413,Gabes,Gabes Ouest
7413,NSP,"Oui, une voiture personelle",Non,Non,0.74847,7414,Gabes,Gabes Sud
7414,Non,Non,Non,Oui,1.02041,7415,Gabes,El Metouia
7415,Non,Non,Non,Non,0.84738,7416,Gabes,El Hamma
7416,Non,Non,Non,Non,0.94361,7417,Gabes,El Hamma
7417,Non,Non,Non,Non,0.78637,7418,Gabes,El Hamma
7418,Non,"Oui, une voiture personelle",Non,Non,0.94361,7419,Gabes,Gabes Sud
7419,Non,"Oui, une voiture personelle",Non,Non,0.63638,7420,Gabes,Gabes Sud
7420,Non,"Oui, une voiture personelle",Non,Non,0.78637,7421,Gabes,Gabes Medina
7421,Non,"Oui, une voiture personelle",Non,Non,0.74847,7422,Gabes,Mareth
7422,Non,"Oui, une voiture personelle",Non,Non,0.63638,7423,Gabes,Gabes Ouest
7423,Non,"Oui, une voiture personelle",Non,Non,0.63638,7424,Gabes,El Metouia
7424,Non,Non,Non,Non,1.02041,7425,Gabes,Gabes Sud
7425,Non,Non,Non,Non,0.78637,7426,Gabes,Gabes Ouest
7426,Non,"Oui, une voiture personelle",Non,Non,0.74847,7427,Gabes,Mareth
7427,NSP,Non,Non,Non,0.81631,7428,Gabes,El Metouia
7428,Non,Non,Non,Non,0.78637,7429,Gabes,Gabes Sud
7429,Non,Non,Non,Non,0.81631,7430,Gabes,El Metouia
7430,Non,Non,Non,Non,0.84738,7431,Gabes,El Metouia
7431,Oui,Non,Non,Non,0.81631,7432,Gabes,Gabes Ouest
7432,Non,"Oui, une voiture personelle",Non,Non,0.74847,7433,Gabes,Menzel El Habib
7433,Non,Non,Non,Non,0.85532,7434,Gabes,Gabes Sud
7434,Non,Non,Non,Non,0.78637,7435,Gabes,Ghanouch
7435,Non,Non,Non,Non,0.78637,7436,Gabes,Gabes Sud
7436,Oui,Non,Non,Non,0.78637,7437,Gabes,Matmata
7437,Non,Non,Non,Non,0.81631,7438,Gabes,Mareth
7438,Non,Non,Non,Non,0.81631,7439,Gabes,Ghanouch
7439,Non,Non,Non,Non,0.85532,7440,Gabes,El Hamma
7440,Non,Non,Non,Non,1.02041,7441,Gabes,Gabes Sud
7441,Non,Non,Non,Non,1.02041,7442,Gabes,El Metouia
7442,Non,Non,Non,Non,0.74847,7443,Gabes,El Hamma
7443,Non,"Oui, une voiture personelle",Non,Non,0.78637,7444,Gabes,Nouvelle Matmata
7444,Non,Non,Non,Non,0.81631,7445,Gabes,El Metouia
7445,Non,Non,Non,Non,0.81631,7446,Gabes,El Hamma
7446,Non,Non,Non,Non,0.81631,7447,Gabes,Gabes Sud
7447,Non,"Oui, une voiture personelle",Non,Oui,0.85532,7448,Gabes,Gabes Ouest
7448,Non,Non,Non,Non,0.78637,7449,Gabes,Menzel El Habib
7449,Non,Non,Non,Non,0.85532,7450,Gabes,El Hamma
7450,Non,Non,Non,Non,0.78637,7451,Gabes,Ghanouch
7451,NSP,Non,Non,Non,0.78637,7452,Gabes,Gabes Sud
7452,Non,Non,Non,Non,1.02041,7453,Gabes,El Hamma
7453,Non,Non,Non,Non,0.78637,7454,Gabes,El Hamma
7454,Non,Non,Non,Non,0.78637,7455,Gabes,Gabes Medina
7455,Non,Non,Non,Non,0.78637,7456,Gabes,Gabes Sud
7456,NSP,Non,Non,Non,0.78637,7457,Gabes,Ghanouch
7457,Non,Non,Non,Non,0.78637,7458,Gabes,Gabes Sud
7458,Non,Non,Non,Non,0.78637,7459,Gabes,Mareth
7459,Non,"Oui, une voiture personelle",Non,Non,0.74847,7460,Gabes,Ghanouch
7460,Non,Non,Non,Non,0.85532,7461,Gabes,El Hamma
7461,NSP,Non,Non,Non,0.85532,7462,Gabes,Gabes Sud
7462,Non,"Oui, une voiture personelle",Non,Non,0.94361,7463,Gabes,El Hamma
7463,Non,Non,Non,Non,0.74847,7464,Gabes,Mareth
7464,Non,Non,Non,Non,0.78637,7465,Gabes,Gabes Ouest
7465,NSP,Non,Non,Non,0.81631,7466,Gabes,El Hamma
7466,Non,Non,Non,Non,0.85532,7467,Gabes,Ghanouch
7467,Non,Non,Non,Non,0.78637,7468,Gabes,Mareth
7468,NSP,"Oui, une voiture personelle",Non,Non,0.94361,7469,Gabes,Gabes Sud
7469,Non,Non,Non,Non,0.81631,7470,Gabes,Ghanouch
7470,Non,Non,Non,Non,0.85532,7471,Gabes,Ghanouch
7471,Non,"Oui, une voiture personelle",Non,Non,0.78637,7472,Gabes,Gabes Sud
7472,Oui,"Oui, une voiture personelle",Non,Non,0.94361,7473,Gabes,El Hamma
7473,Non,Non,Non,Non,0.74847,7474,Gabes,Ghanouch
7474,Non,"Oui, une voiture personelle",Non,Non,0.74847,7475,Gabes,Gabes Ouest
7475,Non,Non,Non,Non,0.85532,7476,Gabes,Ghanouch
7476,Non,Non,Non,Non,0.85532,7477,Gabes,Gabes Medina
7477,Non,"Oui, une voiture personelle",Non,Non,0.74847,7478,Gabes,Gabes Sud
7478,Non,Non,Non,Non,1.02041,7479,Gabes,Gabes Medina
7479,Non,Non,Non,Non,0.78637,7480,Gabes,Mareth
7480,NSP,Non,Non,Non,1.02041,7481,Gabes,El Hamma
7481,NSP,Non,Non,Non,0.74847,7482,Gabes,Gabes Ouest
7482,Non,Non,Non,Non,0.78637,7483,Gabes,El Hamma
7483,NSP,"Oui, une voiture personelle",Non,Non,0.78637,7484,Gabes,Gabes Sud
7484,Non,Non,Non,Non,0.85532,7485,Gabes,El Hamma
7485,Oui,Non,Non,Non,0.74847,7486,Gabes,Gabes Sud
7486,Non,"Oui, une voiture personelle",Non,Oui,0.81631,7487,Gabes,Gabes Medina
7487,NSP,Non,Non,Non,0.81631,7488,Gabes,Gabes Sud
7488,Oui,Non,Non,Non,0.81631,7489,Gabes,Gabes Sud
7489,NSP,Non,Non,Non,0.81631,7490,Gabes,Gabes Sud
7490,Non,Non,Non,Non,1.02041,7491,Gabes,Gabes Sud
7491,Non,Non,Non,Non,0.81631,7492,Gabes,Ghanouch
7492,Non,Non,Non,Non,0.78637,7493,Gabes,El Hamma
7493,Non,Non,Non,Non,0.81631,7494,Gabes,El Hamma
7494,Non,Non,Non,Non,0.81631,7495,Gabes,El Hamma
7495,Non,Non,Non,Non,0.81631,7496,Gabes,Menzel El Habib
7496,Non,Non,Non,Non,0.81631,7497,Gabes,El Hamma
7497,Non,Non,Non,Non,0.85532,7498,Gabes,El Metouia
7498,Non,Non,Non,Non,0.74847,7499,Gabes,Nouvelle Matmata
7499,Non,Non,Non,Non,0.74847,7500,Gabes,El Hamma
7500,NSP,Non,Non,Non,1.02041,7501,Gabes,Matmata
7501,Non,Non,Non,Non,0.74847,7502,Gabes,Nouvelle Matmata
7502,Non,Non,Non,Non,0.78637,7503,Gabes,Menzel El Habib
7503,Non,Non,Non,Non,0.78637,7504,Gabes,Mareth
7504,NSP,Non,Non,Non,0.78637,7505,Gabes,Gabes Medina
7505,NSP,"Oui, une voiture personelle",Non,Non,0.74847,7506,Gabes,Gabes Sud
7506,Non,Non,Non,Non,0.94361,7507,Gabes,Nouvelle Matmata
7507,Non,Non,Non,Non,0.94361,7508,Gabes,Gabes Sud
7508,Non,Non,Non,Non,0.63638,7509,Gabes,Gabes Sud
7509,Oui,"Oui, une voiture personelle",Non,Non,0.74847,7510,Gabes,Gabes Sud
7510,Non,Non,Non,Non,0.74847,7511,Gabes,Mareth
7511,Non,Non,Non,Non,0.74847,7512,Gabes,El Hamma
7512,Non,Non,Non,Non,0.81631,7513,Gabes,Gabes Ouest
7513,NSP,Non,Non,Non,0.81631,7514,Gabes,Mareth
7514,Non,Non,Non,Non,0.85532,7515,Gabes,Gabes Ouest
7515,Non,Non,Non,Non,0.85532,7516,Gabes,El Hamma
7516,Non,"Oui, une voiture de fonction",Non,Non,0.81631,7517,Gabes,Gabes Medina
7517,Non,Non,Non,Non,0.78637,7518,Gabes,Mareth
7518,Non,Non,Non,Non,0.78637,7519,Gabes,Gabes Ouest
7519,Non,Non,Non,Non,0.85532,7520,Gabes,Gabes Sud
7520,Non,Non,Non,Non,0.74847,7521,Gabes,Ghanouch
7521,Non,Non,Non,Non,1.02041,7522,Gabes,El Metouia
7522,Non,Non,Non,Non,0.84738,7523,Gabes,Gabes Medina
7523,Non,Non,Non,Non,0.84738,7524,Gabes,Gabes Sud
7524,Non,"Oui, une voiture personelle",Non,Non,0.84738,7525,Gabes,Gabes Sud
7525,Non,Non,Non,Non,0.84738,7526,Gabes,Gabes Medina
7526,Non,Non,Non,Non,0.84738,7527,Gabes,Gabes Sud
7527,Non,Non,Non,Non,0.84738,7528,Gabes,El Metouia
7528,NSP,Non,Non,Oui,0.85532,7529,Gabes,Gabes Sud
7529,Non,Non,Non,Non,0.84738,7530,Gabes,Mareth
7530,Non,Non,Non,Non,0.84738,7531,Gabes,Mareth
7531,Non,Non,Non,Non,0.84738,7532,Gabes,El Hamma
7532,Non,Non,Non,Non,0.81631,7533,Gabes,Mareth
7533,Non,Non,Non,Non,0.81631,7534,Gabes,Mareth
7534,Non,Non,Non,Non,0.81631,7535,Gabes,El Hamma
7535,NSP,Non,Non,Non,0.81631,7536,Gabes,Gabes Ouest
7536,Non,Non,Non,Non,0.85532,7537,Gabes,El Hamma
7537,Non,Non,Non,Non,1.02041,7538,Gabes,Ghanouch
7538,NSP,Non,Non,NSP,1.02041,7539,Gabes,El Hamma
7539,Non,Non,Non,Non,0.81631,7540,Gabes,El Hamma
7540,Non,Non,Non,Non,0.78637,7541,Gabes,Ghanouch
7541,Non,Non,Non,Non,1.02041,7542,Gabes,Gabes Sud
7542,Non,Non,Non,Non,0.84738,7543,Gabes,El Hamma
7543,Non,"Oui, une voiture personelle",Non,Non,0.78637,7544,Gabes,El Hamma
7544,Non,Non,Non,Non,0.63638,7545,Gabes,El Metouia
7545,Non,Non,Non,Non,0.94361,7546,Gabes,El Hamma
7546,Non,Non,Non,Non,0.85532,7547,Gabes,El Hamma
7547,Non,Non,Non,Oui,0.84738,7548,Gabes,Mareth
7548,Non,"Oui, une voiture personelle",Non,Non,0.94361,7549,Gabes,Gabes Sud
7549,Non,Non,Non,Non,0.74847,7550,Gabes,El Hamma
7550,Non,Non,Non,Non,0.84738,7551,Gabes,Nouvelle Matmata
7551,Non,Non,Non,Non,0.84738,7552,Gabes,Menzel El Habib
7552,Non,Non,Oui,Oui,0.94361,7553,Gabes,Ghanouch
7553,Non,Non,Non,Non,0.63638,7554,Gabes,Nouvelle Matmata
7554,Non,Non,Non,Non,0.63638,7555,Gabes,El Hamma
7555,Non,Non,Non,Non,0.84738,7556,Gabes,Menzel El Habib
7556,Non,Non,Non,Non,1.02041,7557,Gabes,El Hamma
7557,Non,Non,Non,Non,0.84738,7558,Gabes,Gabes Sud
7558,Non,Non,Non,Non,0.81631,7559,Gabes,Nouvelle Matmata
7559,Non,Non,Non,Non,0.94361,7560,Gabes,Gabes Sud
7560,Non,Non,Non,Non,0.94361,7561,Gabes,Gabes Medina
7561,Non,Non,Non,Non,0.63638,7562,Gabes,Gabes Ouest
7562,Non,Non,Non,Non,0.94361,7563,Gabes,Matmata
7563,Non,Non,Non,Non,0.84738,7564,Gabes,Gabes Sud
7564,Non,Non,Non,Non,0.84738,7565,Gabes,Gabes Ouest
7565,Non,Non,Oui,Non,0.74847,7566,Gabes,Gabes Ouest
7566,Non,"Oui, une voiture personelle",Non,Non,0.63638,7567,Gabes,Gabes Sud
7567,Non,Non,Non,Non,0.94361,7568,Gabes,Gabes Medina
7568,Non,Non,Non,Non,0.81631,7569,Gabes,Gabes Sud
7569,Non,Non,Non,Non,0.84738,7570,Gabes,Gabes Medina
7570,Non,Non,Non,Non,1.02041,7571,Gabes,Mareth
7571,Non,Non,Non,Non,0.63638,7572,Gabes,Menzel El Habib
7572,Non,Non,Non,Non,0.63638,7573,Gabes,El Hamma
7573,Non,Non,Non,Non,0.81631,7574,Gabes,Menzel El Habib
7574,NSP,Non,Non,Non,0.63638,7575,Gabes,Matmata
7575,Non,Non,Non,Non,0.74847,7576,Gabes,Gabes Medina
7576,Non,"Oui, une voiture personelle",Non,Non,0.84738,7577,Gabes,El Hamma
7577,Non,Non,Non,Non,0.74847,7578,Gabes,Gabes Medina
7578,Non,Non,Non,Non,0.84738,7579,Gabes,Mareth
7579,Non,Non,Non,Non,0.63638,7580,Gabes,El Hamma
7580,Non,Non,Non,Non,0.84738,7581,Gabes,Gabes Ouest
7581,Non,Non,Non,Non,0.94361,7582,Gabes,El Hamma
7582,Non,Non,Non,Non,0.63638,7583,Gabes,Nouvelle Matmata
7583,Non,"Oui, une voiture personelle",Non,Non,0.63638,7584,Gabes,Gabes Medina
7584,Oui,"Oui, une voiture personelle",Oui,Non,0.85532,7585,Gabes,Gabes Ouest
7585,Non,"Oui, une voiture personelle",Non,Non,0.84738,7586,Gabes,Ghanouch
7586,Non,Non,Non,Non,0.84738,7587,Gabes,El Hamma
7587,Non,"Oui, une voiture personelle",Non,Non,0.85532,7588,Gabes,Gabes Sud
7588,Non,Non,Non,Non,0.84738,7589,Gabes,El Hamma
7589,Oui,"Oui, une voiture personelle",Non,Non,0.94361,7590,Gabes,Gabes Sud
7590,Non,Non,Non,Non,0.63638,7591,Gabes,El Metouia
7591,Non,Non,Non,Non,0.63638,7592,Gabes,El Hamma
7592,Non,Non,Non,Non,0.63638,7593,Gabes,Gabes Medina
7593,Non,"Oui, une voiture personelle",Non,Non,0.85532,7594,Gabes,El Metouia
7594,Non,Non,Non,Non,0.78637,7595,Gabes,El Metouia
7595,Non,Non,Non,Non,0.74847,7596,Gabes,El Hamma
7596,Non,Non,Non,Oui,0.63638,7597,Gabes,Gabes Sud
7597,Non,Non,Non,Non,0.84738,7598,Gabes,Mareth
7598,Non,Non,Non,Non,0.84738,7599,Gabes,El Hamma
7599,Non,Non,Non,Non,0.85532,7600,Gabes,Mareth
7600,Non,Non,Non,Non,0.81631,7601,Gabes,Ghanouch
7601,Non,"Oui, une voiture personelle",Non,Non,0.94361,7602,Gabes,Mareth
7602,Non,"Oui, une voiture personelle",Non,Non,0.63638,7603,Gabes,Gabes Sud
7603,Non,Non,Non,Non,0.63638,7604,Gabes,Ghanouch
7604,Non,Non,Non,Non,0.94361,7605,Gabes,Mareth
7605,Oui,"Oui, une voiture personelle",Non,Non,0.91109,7606,Mednine,Medenine Nord
7606,Non,"Oui, une voiture personelle",Non,Non,0.79034,7607,Mednine,Djerba Houmet Souk
7607,Non,Non,Non,Non,1.13796,7608,Mednine,Medenine Sud
7608,Non,"Oui, une voiture personelle",Non,Non,0.79034,7609,Mednine,Djerba Midoun
7609,Non,"Oui, une voiture personelle",Non,Non,1.12751,7610,Mednine,Ben Guerdane
7610,Non,Non,Non,Non,1.11654,7611,Mednine,Djerba Houmet Souk
7611,Non,"Oui, une voiture personelle",Non,Non,0.91109,7612,Mednine,Ben Guerdane
7612,Non,Non,Non,Non,1.12751,7613,Mednine,Ben Guerdane
7613,Non,Non,Non,Non,1.12751,7614,Mednine,Medenine Nord
7614,Non,Non,Non,Non,0.91109,7615,Mednine,Beni Khedech
7615,Oui,"Oui, une voiture personelle",Non,Non,0.91109,7616,Mednine,Djerba Houmet Souk
7616,NSP,"Oui, une voiture personelle",Non,Non,1.03909,7617,Mednine,Zarzis
7617,Non,"Oui, une voiture personelle",Non,Non,1.07875,7618,Mednine,Medenine Nord
7618,Non,"Oui, une voiture personelle",Non,Non,1.07875,7619,Mednine,Beni Khedech
7619,Non,"Oui, une voiture personelle",Non,Non,0.79034,7620,Mednine,Djerba Ajim
7620,Non,Non,Non,Non,1.07875,7621,Mednine,Djerba Houmet Souk
7621,Non,"Oui, une voiture personelle",Non,Non,0.91109,7622,Mednine,Beni Khedech
7622,Oui,"Oui, une voiture personelle",Non,Non,1.07875,7623,Mednine,Djerba Houmet Souk
7623,Non,Non,Non,Non,1.12751,7624,Mednine,Zarzis
7624,Non,Non,Non,Non,1.07875,7625,Mednine,Medenine Sud
7625,Non,Non,Non,Non,0.79034,7626,Mednine,Djerba Houmet Souk
7626,Non,Non,Non,Non,1.12751,7627,Mednine,Djerba Houmet Souk
7627,Non,"Oui, une voiture de fonction",Non,Non,0.91109,7628,Mednine,Djerba Houmet Souk
7628,NSP,"Oui, une voiture personelle",Non,Non,1.03909,7629,Mednine,Djerba Houmet Souk
7629,Non,"Oui, une voiture personelle",Non,Non,0.91109,7630,Mednine,Zarzis
7630,Non,Non,Non,Non,1.03909,7631,Mednine,Djerba Houmet Souk
7631,Non,Non,Non,Non,1.11654,7632,Mednine,Ben Guerdane
7632,Non,Non,Non,Non,1.03909,7633,Mednine,Medenine Nord
7633,Non,Non,Non,Non,0.91109,7634,Mednine,Sidi Makhloulf
7634,Non,"Oui, une voiture personelle",Oui,Non,1.13796,7635,Mednine,Djerba Houmet Souk
7635,Non,"Oui, une voiture personelle",Oui,Oui,1.07875,7636,Mednine,Medenine Sud
7636,Non,"Oui, une voiture personelle",Non,Non,1.11654,7637,Mednine,Ben Guerdane
7637,Non,"Oui, une voiture personelle",Non,Non,1.09288,7638,Mednine,Djerba Houmet Souk
7638,Non,"Oui, une voiture personelle",Non,Non,1.13796,7639,Mednine,Medenine Sud
7639,Non,"Oui, une voiture personelle",Non,Non,0.91109,7640,Mednine,Medenine Sud
7640,Non,Non,Non,Non,1.03909,7641,Mednine,Sidi Makhloulf
7641,Oui,Non,Non,Oui,1.13796,7642,Mednine,Djerba Houmet Souk
7642,Non,"Oui, une voiture personelle",Non,Non,1.03909,7643,Mednine,Djerba Houmet Souk
7643,Non,"Oui, une voiture personelle",Non,Non,0.79034,7644,Mednine,Zarzis
7644,Non,Non,Non,Non,1.11654,7645,Mednine,Djerba Houmet Souk
7645,Non,Non,Non,Non,1.03909,7646,Mednine,Djerba Houmet Souk
7646,Non,Non,Non,Non,0.91109,7647,Mednine,Zarzis
